"","birth_yr","registered_voter","gender","race_eth","educ","pid7","ideology","income","facets_1","facets_2","facets_3","facets_4","facets_5","facets_6","facets_7","facets_8","facets_9","facets_10","facets_11","facets_12","facets_13","facets_14","facets_15","facets_16","facets_17","facets_18","facets_19","facets_20","big_five_1","big_five_2","big_five_3","big_five_4","big_five_5","big_five_6","big_five_7","big_five_8","big_five_9","big_five_10","vote","prefered_candidate","talk_politics","display_sign","persuade_vote","donate","written_politician","vote_2012","abortion","birth_citizenship","gay_marriage","affirmative_action","guns","global_warming","anger","breakfast_control","anger_politics","salience","cand_strong_position","compromise","blame_other_party","govt_corrupt","govt_unresponsive","govt_satisfied","vote_likelihood_2016","talk_about_2016","donate_likelihood16","display_yard_sign16","work_campaign16","attend_rally16"
"2332","1959","1","1","1","3","6","6","2","4","2","2","4","4","2","4","2","2","2","2","2","2","2","1","3","4","3","4","4","3","1","6","3","3","5","7","2","4","6","1","17","3","2","1","2","2","1","2","1","2","3","3","4","I have been a good customer with Century Link [cable TV, internet] for more than 6 years. I'm disabled and live alone. I need these services to stay connected. The quality of their services is mediocre at best, but I don't complain. Since day one, they have not kept their promise about the package price. When I call, I have to wait in excess of 45 minutes to reach a service representative. Then they almost always transfer me to someone else, and I must wait , on hold again, or else I somehow get disconnected. In the rare cases where I have gotten through, the dialogue is not conducive of a customer service conversation. They sometimes accuse me of exaggerating, or they may say that they will adjust the bill accordingly. In any case, my bill ends up even higher the following month. It's gone up 5 times, just since Jan this year. My repeated attempt to contact them by various means have gone unanswered. Because I'm on a tight disability income, I had to cancel the TV portion of my service. Subsequently, They raised my internet charges nearly three times. My last talk with a supervisor, assured me they would help me . However, this months bill was ten dollars higher than last. They are the only service available to me, here where I live, and they know it. It's unfair, especially when they are rude or disrespectful to me.  I am angry, but what can I do?","","","","1","3","2","9","8","1","1","1","7","7","7","7"
"2333","1944","1","2","2","1","1","7","1","4","2","2","4","3","4","5","2","4","4","4","4","3","5","3","3","3","4","3","4","4","2","6","5","6","6","7","3","6","5","1","1","4","2","2","2","2","1","2","2","2","1","1","2","","","","I guess the most the most important politics issue I can think of right now is the ""End of my SS"" that is and has been conversation of many side talks of government officials.  It has been talked about by the famous economist, James Davidson, that we older seniors who are currently surviving on our social security, we may not have it by the next year or so.  For some reason our government has gone and used some of our hard earned savings for our retired years towards our life saved in the governments hands, has been used and they are not able to replace it.  This is an question that has come up a couple of years before and seniors quivered over it.  Not knowing where or what they were going to do.  Here it is being talked about again the our savings given to our government over the years of working, well we may be up the creek without a paddle.  I believe this is my important I have and is worried about now.  How about you?  Weather or not you are eighty and still on God's earth living or twenty two working and saving and taxes coming out of the pay you worked for and uncle sam is putting it aside for you (future fall back and own) living money is not and may not be their in the coming year or so.","1","1","4","2","2","3","1","1","3","1","1","3"
"2334","1953","1","1","1","4","7","6","3","3","2","1","1","1","2","3","3","4","3","1","1","1","1","1","5","5","4","4","4","5","1","7","2","6","3","6","3","6","3","1","6","6","2","1","1","1","1","4","2","3","3","3","1","","","I don't know that I've ever been angry about politics per se.  I've been angry about the results of the political process being such that they were destructive for the country as a whole, but the process itself has never been unacceptable to me.","","1","2","3","2","5","2","1","1","1","4","4","4"
"2335","1965","1","2","1","4","1","1","8","4","5","4","3","3","4","4","5","4","3","3","3","4","4","3","3","4","4","3","5","7","6","5","5","5","5","7","6","5","4","1","1","1","1","1","1","1","1","2","1","1","1","2","1","","","","I LIKE ","3","1","1","8","8","9","2","1","2","1","2","2"
"2336","1965","1","2","1","2","4","4","13","4","2","2","4","4","5","4","4","3","4","1","2","2","1","2","4","5","4","5","4","5","5","6","3","5","3","6","3","7","4","2","2","1","2","2","2","2","1","4","2","1","2","1","2","","I actually skipped breakfast and opted to sleep instead","","","3","3","5","7","7","2","2","2","7","7","7","7"
"2337","1974","1","2","1","2","1","4","2","5","5","5","5","5","2","1","1","1","2","3","5","5","3","2","1","1","1","1","1","1","4","1","7","1","2","4","5","1","1","2","2","1","2","2","2","2","1","2","2","1","1","1","2","","I rarely eat due to my anxiety and depression!","","","4","2","7","8","8","1","2","6","7","7","7","7"
"2338","1943","1","2","1","1","7","7","3","4","4","2","4","3","2","3","3","2","3","2","4","3","3","3","4","3","3","3","4","4","5","4","4","3","4","4","3","4","3","1","9","2","2","1","2","2","1","2","1","2","4","3","4","","","","During debate candidates not treated the same. That's not right the moderator should test each one same. ","4","4","4","9","9","1","1","1","4","4","5","5"
"2339","1962","1","2","1","2","4","4","1","5","5","5","5","5","4","1","1","5","4","3","2","3","4","3","2","4","3","5","3","1","1","7","6","5","7","7","2","7","4","2","2","1","2","2","2","1","3","4","2","3","3","3","2","","I didnt eat this morning but i felt good","","","3","2","4","-99","8","2","3","3","7","7","7","7"
"2340","1980","1","2","1","5","7","1","16","5","5","5","5","4","3","4","3","3","4","5","5","5","4","3","2","3","4","5","5","7","7","7","7","6","5","4","5","6","7","1","18","3","1","1","1","1","1","1","1","1","1","1","1","","","sfndgh ytjtyj jtydjtydjdty t ju jryuj ryuj u","","1","1","1","10","8","6","1","2","1","2","1","1"
"2341","1989","1","1","1","5","1","1","11","5","4","3","4","4","4","5","4","3","4","4","5","4","3","4","5","4","4","5","4","7","6","5","5","6","-99","7","6","6","7","1","1","2","1","1","1","1","1","1","1","1","1","1","1","","VERY GOOD","","","1","1","1","10","-99","9","1","1","1","1","1","1"
"2342","1951","1","1","1","4","1","1","13","4","5","5","4","4","5","5","4","4","5","5","4","4","5","5","4","4","5","5","4","5","5","6","6","7","7","5","6","7","5","1","1","1","1","2","1","1","1","2","1","1","2","1","1","bad","","","","2","2","2","8","7","8","2","2","2","2","2","2"
"2343","1988","1","2","3","2","6","6","1","2","2","2","2","2","4","4","3","3","2","2","3","3","2","2","2","2","2","4","3","2","5","4","2","2","6","5","2","6","2","2","-99","1","2","2","2","2","1","1","2","2","5","1","2","","","","Thinking about politics has made me feel uneasy because I hear/read/listen to one point of view, but I can be swayed to lean to the other side if it presented itself in the right way.","3","4","5","7","7","2","4","5","6","6","5","4"
"2344","1958","1","2","1","3","6","6","7","3","1","1","3","3","4","4","2","4","4","1","2","2","1","1","4","4","4","4","4","4","1","7","1","7","4","7","1","6","1","1","18","4","2","1","2","2","1","1","1","2","4","1","2","","I had a bowl of honey nut cherios for breakfast this morning.  It tasted great and I felt satisfied after eating the cherios.","","","1","4","2","9","9","0","1","1","6","6","7","6"
"2345","1972","1","2","1","3","4","4","2","5","5","5","5","5","2","2","2","2","5","3","3","3","4","3","3","2","2","3","3","4","3","5","5","4","6","7","3","4","2","2","2","1","2","2","2","2","2","4","2","1","5","3","2","","I didn't eat breakfast this morning.i work nights I went home and straight to bed sad and tired.","","","4","3","5","8","8","3","6","4","7","7","7","7"
"2346","1976","1","1","5","2","2","4","3","4","3","1","5","4","1","3","5","3","2","5","5","5","5","5","1","1","1","1","1","4","7","1","7","1","1","1","4","1","1","2","18","8","2","2","2","2","2","2","3","2","1","2","1","","","","i think the government should do more combat terrorism","1","1","1","10","10","0","1","1","7","3","7","7"
"2347","1945","1","2","1","1","7","6","4","4","3","3","4","4","3","3","3","3","2","4","4","4","3","4","2","2","3","2","3","6","5","6","5","5","3","6","2","4","4","1","6","1","2","2","2","2","1","2","1","2","3","1","3","","","","A time I thought about politics is when there are Presidential Debates and when there is press coverage about misdeeds. Why are things so out of control?","1","3","4","8","8","1","1","3","6","7","7","7"
"2348","1984","1","1","1","2","3","2","3","2","2","2","1","2","4","4","4","1","4","4","4","4","4","4","2","2","2","2","2","5","3","3","2","6","2","5","6","6","1","2","2","3","2","2","2","1","1","4","1","3","4","1","1","The presidential debate made me very angry. We're having to choose between a self-serving bigot and a manipulative closet-racist. It's clear that Trump's run for President is purely for his own gain. Hillary Clinton is no better, though. She shines this ""evil spotlight"" on Russia saying they hacked in to some USA crap and pretend like we don't do the same thing to them and everyone else on the daily. ","","","","5","1","7","3","2","7","1","1","7","7","7","7"
"2349","1987","1","2","1","4","1","1","3","5","5","4","5","5","1","1","2","1","4","5","5","4","5","5","1","1","1","2","1","2","7","7","6","6","7","7","1","2","1","2","1","1","2","2","2","2","1","4","2","1","1","1","1","","","I'm very any with our choices for president. Hillary and trump are both untrustworthy canadaites. We re cared for the next eight years.","","1","3","4","10","10","0","4","4","7","7","7","7"
"2350","1974","1","2","1","3","2","2","3","4","3","3","3","3","2","3","3","3","4","1","2","4","1","1","3","4","3","4","4","2","1","7","4","5","7","7","1","7","2","1","1","3","2","2","2","2","1","4","2","1","2","1","2","There is not just one time that I can pinpoint that I was very angry but it makes me angry when children and animals are mistreated.","","","","2","2","4","3","5","5","2","1","7","7","7","7"
"2351","1974","1","1","1","4","1","6","10","5","4","4","5","4","4","5","4","4","3","4","4","5","4","4","5","4","4","3","4","6","5","-99","6","7","6","6","6","5","6","1","1","2","1","-99","1","1","1","4","1","1","1","1","2","loop","","","","1","1","2","10","10","10","2","1","1","1","1","1"
"2352","07/30/1988","1","2","1","1","3","4","7","5","5","5","5","5","1","1","1","1","1","5","5","5","5","5","1","1","5","1","5","5","6","3","7","5","6","2","5","5","1","1","1","8","2","2","2","2","1","4","2","1","1","1","1","","","I dont like when the candidates act as tho they can chanage everytying  in one day when clearly we know that cant be done. Just say what you want to do dont promise to make changes you cant","","1","1","7","5","5","3","1","1","4","1","1","1"
"2353","1990","1","2","5","1","1","1","4","4","4","3","3","2","2","3","2","2","3","3","2","2","3","3","2","4","2","4","4","5","5","3","3","3","4","6","3","4","3","1","1","4","2","1","1","2","1","1","2","1","4","1","2","","I had toast, egg white scrambled with onion and tomato. It made me feel energized ","","","1","1","3","7","6","7","1","1","3","1","2","3"
"2354","1982","1","2","2","1","1","1","4","5","5","5","5","5","-99","4","4","5","5","5","4","4","4","1","5","5","1","5","5","7","7","6","6","7","7","7","7","6","6","1","1","2","1","1","1","1","1","1","1","1","1","1","1","very mad ","","","","1","1","1","10","10","10","1","1","1","1","1","1"
"2355","1995","1","2","1","2","2","3","3","5","4","4","5","4","1","1","1","1","3","3","3","4","3","1","1","4","2","4","1","2","3","1","6","6","7","6","5","2","4","1","2","4","2","2","2","2","2","4","2","1","5","1","1","","I did not eat breakfast. I slept until 11:30 then had coffee. ","","","2","4","5","8","7","3","1","2","7","7","7","7"
"2356","1959","1","1","1","1","3","4","4","4","4","3","4","3","3","2","3","2","3","2","4","3","2","2","2","4","2","4","3","4","2","5","4","4","6","7","5","5","4","1","1","3","2","1","2","2","1","3","1","1","4","3","2","","","","After seeing all the lies and hate posted on facebook for Trump makes me very angry and I wonder how people can either be so stupid or be that much of a bigoted racist. ","2","2","7","8","8","6","1","7","7","7","7","7"
"2357","1959","1","2","1","1","5","4","3","3","2","1","2","2","4","4","3","4","3","2","2","1","1","2","4","4","4","4","4","4","1","7","2","4","2","5","2","7","7","2","18","5","2","2","2","2","1","2","1","1","4","1","1","","","I don't think I've ever felt very angry about politics.  ","","2","2","4","7","7","3","1","1","7","7","7","7"
"2358","1977","1","1","1","6","1","1","14","4","2","2","3","4","3","3","2","2","2","3","3","3","2","2","3","3","3","4","3","5","3","4","3","6","6","6","5","5","3","1","1","5","2","1","2","2","1","4","2","1","2","1","1","","","I felt very angry when Donald Trump ran for president","","3","1","7","7","7","7","1","4","4","4","4","4"
