CASEID,DEM_RACEETH,CANDAFF_ANGDPCOFT,CANDAFF_ANGRPCOFT,PID_X,EFFICPO_CARESTD,DEM_EDUGROUP,GENDER_RESPONDENT,LIBCPRE_SELF,DHSINVOLV_CONTACT1,MOBILPO_RMOB,MOBILPO_SIGN,DHSINVOLV_MARCH,DHSINVOLV_NETPETITION,MOBILPO_OTHERWORK,MOBILPO_CTBPTY,MOBILPO_CTBCAND,MOBILPO_CTBOTH,MOBILPO_RALLY,DHSINVOLV_BOARD,TRUSTGOV_TRUSTGSTD
 200, 1, 2, 4, 6, 2, 4,2, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 201, 1, 4,-1, 6,-6, 5,2, 5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1
 202, 3,-1,-1, 7, 1, 3,2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1,-1
 203, 2, 4,-1, 4, 2, 1,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 204, 1, 4, 4, 5,-1, 3,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 205, 1,-1,-1, 5,-1, 2,1,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
 206, 1,-1, 4, 3,-1, 3,2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 3
 207, 1, 1, 3, 4,-1, 4,1, 4, 1, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 4
 208, 1,-1, 3, 3, 4, 3,1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 209, 1, 4,-1, 6,-1, 5,1, 5, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
 210, 1, 4, 4, 1, 1, 5,1, 3, 2, 2, 1, 2, 1, 2, 1, 1, 1, 2, 2,-1
 211, 1, 4,-1, 5, 2, 5,2, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 212, 1,-1, 2, 3,-1, 4,1, 4, 2, 2, 2, 2,-8, 2, 2, 2, 2, 2, 2, 2
 213, 4,-1,-1, 4,-1, 4,1,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
 214, 4,-1,-1, 4,-1, 1,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4
 215, 2,-1, 2, 1, 1, 2,1,-2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 216, 1,-1, 2, 5,-6, 2,2,-2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6, 3
 217, 1, 4,-1, 2,-1, 3,2, 4, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2
 218, 1, 4, 4, 6,-1, 5,1, 5, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
 219, 1,-1,-1, 7,-1, 5,1, 6, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 2
 220, 1,-1,-1, 2, 4, 3,2, 3, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
 221, 1,-1,-1, 3, 2, 2,2, 4, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
 222, 1,-1, 2, 1, 4, 3,1, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 223, 1,-1,-1, 4,-1, 2,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
 224, 1, 3, 4, 6,-1, 5,2, 5, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 3
 225, 1, 4,-1, 7,-6, 2,2, 7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6, 3
 226, 1, 1, 4, 4,-1, 3,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
 227, 4, 4, 2, 3, 1, 3,1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
 228, 1, 3,-1, 7, 2, 2,2, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 229, 1, 3, 4, 5,-6, 2,2,-2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6, 2
 230, 1,-1, 4, 1,-1, 4,2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1, 3
 231, 1, 2, 4, 5,-1, 4,1, 5, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
 232, 1,-1, 1, 3, 2, 3,1, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 233, 1, 2, 4, 5, 1, 1,2,-2, 2, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2,-1
 234, 1, 4,-1, 5, 2, 4,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 235, 1,-1,-1, 1, 4, 4,2,-2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
 236, 1,-1, 1, 3, 2, 2,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 237, 1, 4, 1, 1,-1, 2,1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3
 238, 1,-1,-1, 3,-1, 2,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
 239, 1,-1,-1, 5, 2, 5,1, 5, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
 240, 4,-1,-1, 4, 3, 5,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 241, 1, 2,-1, 4,-1, 1,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 242, 1, 3,-1, 5,-1, 4,1, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 243, 1,-1,-1, 3,-1, 4,1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 244, 2,-1,-1, 3,-6, 3,1, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1
 245, 1,-1, 3, 3, 2, 3,2,-2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
 246, 1, 4, 1, 1, 1, 1,1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 247, 1,-1,-1, 3,-1, 1,1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 248, 1, 3, 4, 3, 2, 3,2, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 249, 1,-1, 3, 3, 1, 3,1, 4, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2,-1
 250, 1,-1, 2, 1,-1, 3,2, 5, 2, 2, 2, 2, 1, 2, 1, 1, 1, 2, 2, 2
 251, 1,-1,-1, 4,-1, 2,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 252, 1,-1, 4, 1, 1, 2,2,-2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 253, 1,-1,-1, 4,-1, 5,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
 254, 1,-1,-1, 3, 1, 1,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 255, 1,-1,-1, 2, 4, 3,1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 256, 1, 4,-1, 6,-1, 3,2, 4, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
 257, 1, 4,-1, 7,-1, 4,2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 258, 1,-1, 4, 2, 2, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 259, 1,-1,-1, 5,-6, 2,2, 5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1
 260, 1,-1, 2, 3, 2, 4,1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 261, 1,-1, 2, 1, 2, 5,1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2,-1
 262, 1,-1, 3, 1, 1, 4,2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2,-1
 263, 1, 3,-1, 5,-1, 4,2, 6, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 264, 1,-1,-1, 5,-1, 4,2, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-8
 265, 3,-1, 3, 2,-1, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
 266, 1,-1,-1, 2,-1, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
 267, 1, 4,-1, 4,-1, 4,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 268, 1, 4,-1, 6, 4, 1,1, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 269, 1, 4, 4, 2, 2, 2,1, 4, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 270, 3, 4, 2, 1,-1, 3,1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
 271, 1,-1,-1, 6,-1, 2,2, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 272, 1, 2,-1, 5, 1, 1,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 273, 1,-1, 2, 1,-1, 4,1, 2, 1, 2, 2, 2, 1, 2, 1, 2, 2, 2, 1, 3
 274, 1,-1,-1, 2, 4, 3,1, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 275, 1, 4, 1, 1,-1, 5,1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 1, 2
 276, 4, 2, 4, 3, 1, 3,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 277, 1,-1,-1, 3, 5, 3,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 278, 1, 4,-1, 6,-1, 4,2, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 279, 1,-1,-1, 1, 3, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 280, 1, 2,-1, 7,-1, 4,1, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 281, 1,-1,-1, 2,-6, 1,1, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6, 3
 282, 1, 4,-1, 6,-1, 2,2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 283, 1,-1, 4, 6, 4, 3,1, 4, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1,-1
 284, 1, 4,-1, 7, 2, 2,2, 6, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1,-1
 285, 1,-1,-1, 3,-6, 2,1,-2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1
 286, 1, 3,-1, 1, 2, 2,2, 4, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1,-1
 287, 1,-1,-1, 3,-6, 3,2, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1
 288, 1,-1,-1, 6,-1, 3,2, 5, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 289, 1, 3, 4, 7, 1, 5,1, 6, 2, 1, 2, 2, 2, 2, 2, 1, 1, 2, 2,-1
 290, 1, 4,-1, 4,-1, 2,1, 3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 3
 291, 1, 3,-1, 7, 2, 3,2, 6, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1,-1
 292, 1,-1,-1, 4, 2, 1,1,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 293, 1,-1,-1,-2,-1, 1,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-8
 294, 1, 2,-1, 5,-1, 3,1, 4, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 1, 3
 295, 1,-1,-1, 1,-1, 2,2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
 296, 2, 4, 4, 3,-1, 3,1, 4, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 3
 297, 1,-1,-1, 2, 4, 2,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 298, 4,-1,-1, 1,-1, 4,1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
 299, 4,-1,-1, 3,-1, 1,1, 4, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2
 300, 1,-1,-1, 5, 1, 3,2, 4, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
 301, 3,-1,-1, 2, 3, 3,2,-2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
 302, 3,-1, 1, 2,-1, 1,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
 303, 3, 1,-1, 7,-1, 3,2, 6, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 3
 304, 2,-1, 4, 5, 1, 3,1,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 305, 3,-1,-1, 1,-1, 2,2,-2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3
 306, 3, 3,-1, 3,-6, 2,2,-2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6, 3
 307, 3, 4,-1, 5, 2, 2,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 308, 3,-1, 2, 1,-1, 3,1, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
 309, 3,-1,-1, 2, 1, 4,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 310, 3,-1,-1, 1,-1, 2,1, 5, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3
 311, 1,-1, 4, 1, 1, 2,1, 5, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
 312, 2, 4, 4, 4, 1, 3,2, 7, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 313, 2,-1,-1, 1,-1, 4,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
 314, 1,-1, 2, 1, 5, 3,2,-2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 315, 1, 3, 3, 3,-1, 4,2, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 316, 1,-1,-1,-2, 2, 5,2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 317, 4,-1,-1, 1,-6, 4,1, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1
 318, 3, 4,-1, 2, 2, 1,2, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 319, 4,-1, 1, 6,-1, 3,2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 320, 1,-1,-1, 6, 4, 3,2, 5, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
 321, 1, 1,-1, 6,-1, 3,1, 3, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
 322, 1, 4, 4, 4, 1, 1,1,-8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 323, 2,-1,-1, 1,-1, 2,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 324, 1,-1, 4, 2,-1, 1,1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 325, 1, 2,-1, 5,-1, 3,1, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
 326, 1, 4, 4, 4, 1, 2,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 327, 4, 3, 1, 4,-1, 1,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 328, 1, 4, 3, 3,-1, 4,1, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 329, 1, 3,-1, 7, 5, 3,2, 7, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 330, 4,-1,-1, 2,-1, 4,2, 5, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 3
 331, 2,-1,-1, 3, 4, 2,1,-2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 1, 2,-1
 332, 1,-1, 4, 1,-1, 5,1, 2, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
 333, 1,-1,-1, 3, 4, 4,1, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
 334, 1,-1, 4, 2,-1, 4,2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 335, 1,-1,-1, 3,-1, 5,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2
 336, 1, 4, 4, 5,-1, 4,1, 4, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 337, 1,-1, 2, 1, 4, 5,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2,-1
 338, 4, 4, 3, 3, 1, 5,2, 4, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1,-1
 339, 1, 4, 4, 3,-1, 5,2, 2, 1, 1, 2, 1, 1, 2, 2, 1, 2, 2, 1, 3
 340, 1, 4, 4, 2, 2, 5,1, 3, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
 341, 1, 2,-1, 5, 2, 2,2, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 342, 1,-1, 1, 3,-1, 2,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
 343, 1, 2,-1, 7,-1, 3,2, 6, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 2, 3
 344, 1,-1, 1, 1,-1, 2,2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3
 345, 1,-1,-1, 4, 5, 3,1, 4, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
 346, 1,-1,-1, 2,-1, 3,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
 347, 1, 4,-1, 5, 2, 5,2, 5, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2,-1
 348, 1,-1,-1, 3, 1,-2,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 349, 2,-1, 3, 1, 4, 4,2,-2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 350, 1,-1,-1, 3,-1, 2,1,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 351, 1,-1,-1, 2,-1, 2,2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 352, 2,-1,-1, 2, 4, 2,1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 353, 1,-1,-1, 3, 2, 2,2, 3, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
 354, 1, 2, 4, 5, 1, 1,1,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 355, 1, 1,-1, 7,-1, 3,2, 7, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 3
 356, 4,-1,-1, 3,-1, 2,1, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
 357, 2,-1, 1, 1, 1, 1,2, 4, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2,-1
 358, 1,-1,-1, 3,-6, 3,2, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6, 3
 359, 2,-1, 2, 2,-1, 2,2,-2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 360, 2,-1,-1, 1, 1, 1,1,-2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 361, 2,-1,-1, 3,-1, 1,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-8
 362, 2,-1, 1, 1,-1, 3,2,-2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 363, 2, 4, 1, 1, 1, 3,2, 4, 2, 1, 1, 1, 2, 1, 2, 2, 2, 1, 1,-1
 364, 2,-1, 4, 1,-1, 4,2, 4, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
 365, 1, 2, 3, 7, 2, 4,2, 5, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 366, 1,-1, 4, 3, 4, 2,1,-9, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 367, 1, 3,-1, 6, 2, 2,1, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 368, 1,-1,-1, 2, 3, 2,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 369, 1,-1,-1, 3,-1, 1,2,-8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 370, 1,-1, 3, 1,-1, 1,2, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
 371, 1,-1,-1, 6,-1, 4,1, 6, 2, 1, 2, 2, 2, 1, 2, 1, 2, 2, 2, 3
 372, 1, 3,-1, 5, 1, 2,1, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 373, 1, 3,-1, 7, 4, 2,1, 6, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2,-1
 374, 1, 1, 4, 7,-1, 2,1, 6, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3
 375, 1, 4,-1, 7,-1, 3,2, 7, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
 376, 1,-1,-1, 3, 1, 5,1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 377, 4,-1,-1, 4, 1, 5,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1,-1
 378, 1,-1, 2, 1,-1, 5,2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3
 379, 4,-1, 1, 1,-1, 5,1, 2, 1, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2
 380, 1,-1, 4, 1, 4, 4,1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2,-1
 381, 1, 4, 4, 2, 4, 5,1, 3, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1,-1
 382, 1,-1,-1, 2, 2, 5,2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
 383, 1, 3,-1, 4,-1, 2,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 384, 1,-1,-1, 7,-1, 3,1, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
 385, 3,-1,-1, 4,-1, 2,1,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 386, 1, 2,-1, 4,-1, 3,2, 4, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 387, 1, 4,-1, 7,-1, 3,1, 6, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
 388, 1, 4,-1, 1, 4, 5,2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2,-1
 389, 1, 4,-1, 5,-1, 3,1, 6, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 1, 4
 390, 1, 4, 4, 4,-1, 4,2, 6, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
 391, 1, 3, 4, 6,-1, 3,1, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 392, 1, 2,-1, 6, 2, 2,2, 7, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 393, 1, 3,-1, 7, 2, 5,1, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 394, 1,-1,-1, 4, 2, 1,1, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 395, 1,-1, 4, 7, 2, 2,2, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 396, 1,-1, 4, 6, 2, 1,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 397, 1,-1,-1, 1,-1, 1,2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 398, 1,-1,-1, 4,-1, 1,1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
 399, 1,-1, 1, 2, 2, 2,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 400, 3,-1, 2, 1,-1, 2,2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3
 401, 1,-1, 1, 1,-1, 3,1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 402, 1, 4,-1, 7,-1, 3,2, 4, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 4
 403, 1, 3, 3, 2, 4, 4,1, 3, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1,-1
 404, 1, 2,-1, 7, 1, 2,2, 4, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1,-1
 405, 1,-1,-1, 1, 3, 2,2, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 406, 1,-1, 2, 2,-1, 5,1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 407, 1, 4,-1, 3,-1, 3,1, 4, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 3
 408, 1, 3,-1, 5,-1, 2,1, 6, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
 409, 1,-1,-1, 4,-1, 2,1,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 410, 3, 4, 4, 2, 4, 4,2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 411, 1, 4, 4, 4, 4, 2,2,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 412, 1, 3,-1, 5, 2, 3,1, 5, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 1,-1
 413, 1,-1, 2, 3, 2, 3,2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 414, 2,-1,-1, 1, 2, 2,2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 415, 1,-1,-1, 5, 2, 2,2, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
 416, 1, 2,-1, 5,-1, 2,1, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4
 417, 1, 2,-1, 3,-1, 3,1,-2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
 418, 2,-1,-1, 1,-6, 2,1,-2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1
 419, 4, 4,-1, 3,-1, 1,1,-2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2
 420, 1,-1,-1, 5, 3, 2,1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-1
