CASEID,v161116,v161121,v161236,v161158x,v161126,v161342,v161310a,v161270,v161215,v162011,v162010,v162012,v162013,v162014,v162016,v162017,v162018a,v162196,v162018b,v162019,v162216,v162215
405483, 3, 2, 1, 6, 5, 1, 1,10, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
405484, 4, 1, 5, 5, 6, 1, 1,10, 5, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1
405485, 2, 2, 2, 2, 3, 2, 1,14, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405495, 1, 1, 1, 3, 2, 2, 1,14, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 3, 3
405497, 4, 2, 3, 5,99, 1, 1,11, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 1
405500, 2, 3, 5, 2, 6, 1, 1,10, 3, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3
405501, 2, 4, 1, 3, 2, 1, 1,11, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4
405508, 4, 1, 4, 7, 6, 2, 1, 9, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
405510, 3, 4, 1, 3, 4, 1, 1,10, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1
405513, 1, 5, 2, 2, 4, 1, 0,11, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
405523, 5, 1, 2, 4, 4, 2, 1,14, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 3
405525, 2, 4, 2, 5, 4, 2, 1,13, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
405527, 2, 5, 4, 4, 5, 2, 0, 7, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405530, 4, 1, 3, 6, 6,-9,-9,14, 4, 2, 2, 2, 2, 2, 2, 2, 2,-9, 2, 2, 3, 3
405531, 4, 2, 2, 5, 4, 1, 1,10, 4, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
405533, 1, 5, 1, 2, 3, 1, 1,13, 5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405534, 1, 4, 2, 3, 3, 2, 1,16, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 2
405535, 5, 2, 4, 7, 6, 1, 1,10, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
405536, 2, 4, 1, 2, 2, 2, 1,14, 4, 2, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 5, 3
405538, 1, 2, 1, 1, 2, 2, 1,14, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2, 4, 4
405541, 4, 1, 2, 7, 7, 1, 1, 9, 5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405542, 1, 2, 1, 2, 2, 1, 1,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 5, 5
405544, 5, 2, 2, 6, 5, 1, 1,95, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405554, 2, 4, 1, 1,99, 1, 1, 9, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 1
405556, 2, 2, 2, 6, 4, 1,-9,14, 5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405557, 5, 1, 4, 6,99, 1, 1, 9, 5, 2, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 1, 1
405558, 4, 2, 3, 4, 4, 2, 1,10, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405562, 2, 4, 2, 1,99, 2, 1, 7, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
405565, 2, 5, 2, 2, 4, 2, 1,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 1
405569, 2, 3, 2, 5, 5, 1, 1,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3
405570, 4, 1, 4, 7, 6, 2, 1,13, 5, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 4
405576, 1, 4, 1, 2, 3, 2, 0,14, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2
405578, 3, 2, 3, 4,99, 2, 1,14, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
405579, 3, 1, 2, 5, 5, 1, 1,13, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
405581, 3, 3, 3, 4, 2, 2, 1, 7, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
405583, 1, 4, 1, 3,99, 2, 1, 8, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 4, 3
405585, 5, 1, 4, 6, 6, 2, 1,13, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405588, 2, 2, 2, 5, 6, 1, 1,14, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1
405589, 1, 3, 4, 4,99, 1, 0, 6, 3, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2
405593, 2, 5, 1, 2,99, 2, 1,11, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
405596, 2, 2, 3, 4, 4, 2, 1,14, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
405598, 4, 2, 3, 4, 5, 2, 1,10, 4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
405599, 1, 5, 1, 1, 2, 2, 1,13, 4, 2, 1, 2, 2, 2, 2, 1, 2, 2, 1, 1, 1, 1
405602, 2, 2, 1, 5, 1, 2, 0, 5, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 1
405603, 1, 5, 1, 3,99, 2, 1,12, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 4, 3
405606, 1, 1, 1, 7, 4, 2, 0,10, 3, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 3, 3
405607, 3, 3, 2, 6, 5, 1, 1,14, 3, 2, 1, 2, 2, 2, 1, 2, 1, 2, 1, 1, 2, 2
405610, 4, 1, 4, 7, 6, 1, 1,12, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
405611, 4, 2, 4, 6, 4, 2, 1,11, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
405612, 2, 4, 1, 4, 3, 1, 1,14, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 5, 4
405614, 5, 1, 5, 7, 4, 1, 1,10, 3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
405619, 2, 4, 2, 2,99, 1, 1,12, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
405631, 4, 3, 2, 7, 6, 2, 1,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
405633, 1, 3, 1, 2, 4, 2, 1,14, 3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 4, 3
405634, 1, 5, 1, 1, 1, 2, 1,14, 3, 1, 1, 2, 2, 1, 1, 2, 2, 2, 1, 1, 2, 2
405635, 1, 5, 5, 4,99, 2,-9, 8, 4, 2, 1, 2, 1, 2, 2, 2, 2, 2, 1, 1, 3, 3
405637, 1, 3, 1, 2, 3, 2, 1,15,-9, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 2
405638, 1, 4, 2, 1, 2, 1, 1,14, 3, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 4, 4
405639, 5, 5, 2, 4, 2, 1, 0,10, 2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405645, 5, 5, 4, 7, 6, 2, 0,12, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405646, 5, 1, 5, 7, 7, 2, 1,13, 4, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 4, 4
405648, 2, 4, 2, 2, 3, 1, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3
405649, 1, 5, 1, 1, 2, 1, 1,13, 2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
405651, 5, 2, 4, 7, 6, 2, 1,10, 4, 2, 1, 2, 2, 1, 1, 2, 2, 2, 2, 2, 5, 3
405654, 2, 2, 2, 6, 5, 2, 1,11, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2
405655, 5, 1, 4, 7, 6, 1, 1, 9, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
405656, 5, 2, 3, 7,99, 2, 1, 9, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405660, 1, 1, 1, 1, 4, 1, 0,13, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405661, 2, 1, 2, 7,99, 2, 1,10, 2, 2, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 4
405662, 3, 5, 2, 1, 3, 2, 1,13, 4, 1, 1, 2, 2, 1, 2, 2, 2, 2, 1, 1, 2, 2
405664, 1, 2, 1, 1, 2, 1, 0,10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
405665, 3, 2, 2, 2, 4, 1, 1,11, 3, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2
405672, 2, 4, 1, 2, 5, 2, 1,14, 4, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 1, 2
405673, 1, 4, 1, 1, 2, 1, 1,13, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4
405674, 1, 1, 1, 4,99, 2, 0,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 4, 4
405676, 5, 1, 4, 7, 6, 1, 1,10, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
405677, 1, 4, 1, 3,99, 1, 0,12, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
405678, 3, 4, 1, 4, 4,-9,-9,-9, 5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405679, 4, 2, 2, 4, 6, 1, 1, 9, 5, 1, 1, 1, 2, 1, 1, 2, 2, 2, 1, 2, 1, 2
405681, 2, 1,-9, 7, 6,-9,-9,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405684, 1, 2, 1, 1, 2, 1, 0, 9, 3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
405685, 1, 5, 1, 1, 3, 1, 1,10, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 4, 1
405688, 3, 2, 2, 6, 5, 2, 1,13, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
405689, 1, 5, 1, 1, 3, 2, 0, 2, 4, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2
405691, 4, 2, 4, 7, 6, 2, 1,10, 3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2
405692, 4, 2, 2, 6, 5, 2, 1,13, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
405699, 3, 5, 2, 4, 2, 1, 1,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2
405701, 4, 2, 3, 7, 6, 2, 1,10, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405703, 2, 3, 2, 4,99, 2, 0,13, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4
405706, 4, 4,-9, 6,99, 2, 0, 9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405707, 2, 5, 1, 2, 2, 2, 1,13, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 3
405708, 4, 1, 3, 7, 6, 1, 1, 9, 3, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2
405711, 1, 5, 1, 2,99, 2, 1,10, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
405712, 2, 5, 2, 1, 1, 1, 1,10, 4, 2, 1, 1, 2, 1, 2, 2, 2, 1, 1, 1, 4, 4
405725, 5, 1, 4, 6, 6, 1, 1,16, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
405728, 5, 1, 4, 7, 5, 1, 1,12, 4, 2, 2, 1, 2, 1, 1, 2, 2, 2, 1, 1, 2, 3
405730, 1, 4, 2, 2,99, 1, 0, 8, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
405732, 4, 3, 2, 6, 7, 1, 1,12, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405735, 1, 4, 1, 3, 3, 1, 1,13, 3, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 2
405746, 2, 5, 2, 5, 5, 2, 1,14, 3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 2
405748, 2, 2, 1, 5, 4, 2, 1,10, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 3, 2
405751, 1, 4, 1, 2,99, 2, 0,13, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 4
405752, 2, 3, 1, 4, 4, 2, 1,14, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2
405757, 1, 5, 1, 3, 2, 2, 1,13, 4, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 2, 4, 1
405759, 1, 2, 1, 2,99, 1, 0, 9, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 3
405760, 2, 1, 2, 6, 5, 2, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
405763, 1, 2, 1, 3, 2, 2, 1,16, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 4, 2
405766, 5, 1, 3, 7, 6, 1, 1,10, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405769, 4, 2, 4, 7, 4, 1, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
405778, 5, 1, 5, 7, 7, 2, 1, 7, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
405780, 5, 2, 3, 4,99, 1, 1,12, 5, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3
405781, 4, 2, 2, 5, 5, 1, 1,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
405782, 2, 5, 1, 3, 3, 2, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
405785, 5, 1, 4, 6, 5, 1, 1,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 3
405786, 2, 2, 1, 1, 5, 1, 1,10, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1
405788, 4, 3, 4, 5, 5, 1, 1,10, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405789, 2, 4, 2, 1, 2, 2, 1,13, 3, 2, 1, 1, 2, 1, 2, 2, 2, 1, 1, 1, 4, 3
405790, 2, 3, 2, 3, 4, 2, 1,10, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2
405791, 4, 2, 3, 7, 6, 2, 1,12, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405792, 4, 3, 3, 4,99, 2, 1,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
405793, 2, 2, 2, 4, 4, 1, 0,11, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
405794, 4, 5, 3, 4, 4, 1, 0,14, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
405795, 2, 4, 2, 3, 3, 1, 1,14, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 4, 2
405801, 5, 1, 5, 7, 6, 1, 1,14, 4, 2, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 4, 2
405805, 2, 4, 1, 2, 3, 1, 0,12, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 4, 3
405811, 5, 2, 4, 4,99, 2, 1,10, 4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
405813, 1, 1, 3, 7, 5, 1, 0,13, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 4, 4
405816, 1, 4, 1, 1, 3, 1, 0,14, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
405823, 1, 5, 1, 2, 3, 1, 1,10, 3,-9, 1, 2, 2,-9,-9, 2, 2, 2, 1, 2, 1, 1
405824, 4, 4, 2, 4, 4, 2, 1, 9, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405826, 2, 5, 1, 2,99, 2, 0,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 4, 2
405827, 1, 2, 2, 2, 5, 2, 1, 9, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4
405829, 5, 1, 4, 7, 6, 1, 1,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
405832, 2, 1, 1, 7, 6, 1, 1,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
405833, 2, 3, 2, 3,99, 2, 1,10, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
405840, 1, 5, 2, 6, 5, 1, 1,14, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
405843, 2, 4, 1, 1, 2, 1, 1,14, 2, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 4, 3
405847, 2, 3, 1, 2, 3, 1, 0,14, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
405849, 1, 5, 4, 1,99, 2, 0,12, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405850, 2, 4, 1, 1,99, 2,-9,10, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405852, 5, 5, 5, 7, 7, 2, 1,14, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 4, 1
405863, 4, 4, 2, 4, 4, 1, 1,10, 3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3
405864, 2, 3, 2, 5, 4, 1, 1,11, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
405865, 1, 2, 2, 1, 4, 2, 0,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
405872, 4, 3, 4, 6,99, 1, 1,14, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 2
405875, 1, 5, 1, 5, 2, 2, 0,16, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
405877, 2, 4, 1, 1, 2, 2, 1, 9, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
405881, 1, 3, 1, 4,99, 2, 1,-9,-9, 2, 2, 2, 2, 2, 2, 2, 2,-9, 2, 2, 3, 3
405882, 1, 4, 1, 1, 2, 2, 1,10, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
405885, 1, 5, 2, 3, 2, 1, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2
405886, 3, 2, 3, 5, 3, 1, 1,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
405887, 5, 2, 5, 7, 6, 1, 1,12, 5, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 5, 4
405888, 1, 4, 1, 1, 2, 1, 1,10, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
405891, 2, 2, 3, 6, 5, 1, 1,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
405895, 3, 1, 4, 7, 6, 1, 1, 7, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1
405897, 2, 5, 2, 2, 3, 2, 1,11, 3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 1
405902, 3, 1, 3, 4, 4, 2, 1, 7, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
405904, 1, 2, 1, 1,99, 1, 0,14, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405905, 2, 1, 4, 7, 7, 2, 1,14, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
405909, 1, 3, 1, 1,99, 2, 1,11, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3
405911, 2, 5, 1, 2, 2, 1, 1,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 4, 3
405917, 2, 4, 1, 3, 3, 2, 1,14, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3
405918, 4, 1, 2, 4, 4, 1, 1,13, 5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405922, 2, 1, 2, 5, 5, 1, 1,14, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
405923, 4, 2, 2, 7, 5, 2, 1,12, 3, 2, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 3, 3
405925, 1, 5, 1, 3, 1, 1, 1, 9, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 3
405931, 4, 2, 3, 1, 4, 2, 1, 9, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2
405933, 4, 2, 2, 5, 4, 2, 1,10, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2
405935, 4, 1, 4, 5, 5, 1, 1,11, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1,-9,-9
405937, 4, 2, 3, 6, 5, 1, 1, 9, 4, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2
405939, 1, 2, 1, 2, 4, 2, 1,12, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
405941, 4, 2, 3, 7, 6, 1, 1, 9, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 3
405952, 2, 3, 4, 6, 6, 1, 1,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
405955, 1, 5, 1, 1, 5, 1, 0,14, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405958, 2, 5, 2, 3, 3, 1, 1, 9, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3
405959, 1, 5, 5, 1, 4, 2, 0, 6, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405960, 1, 4, 2, 4,99, 2, 1, 8, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 4
405961, 1, 1, 1, 4,99, 2, 0, 9, 5, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2,-9, 3
405965, 2, 4, 1, 3, 3, 1, 1,14, 3, 2, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1
405967, 1, 3, 1, 4,99, 2, 0,10, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405969, 4, 4, 3, 4,99, 2, 0,10, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
405970, 1, 5, 1, 2, 3, 3, 0, 7, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 2
405971, 2, 2, 2, 6, 5, 2, 0,12, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
405972, 2, 5, 1, 3, 2,-9, 1,14, 4, 2, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 4, 4
405973, 2, 4, 1, 2, 2, 1, 1,15, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
405980, 5, 1, 4, 7, 6, 2, 1, 9, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
405982, 5, 2, 5, 7, 6, 2, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 4
405984, 2, 5, 1, 2,99, 2, 1, 9, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
405985, 2, 4, 1, 1, 2, 1, 1, 9, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
405990, 1, 5, 1, 1,99, 1, 1, 8, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
405994, 2, 4, 3, 2,99, 1, 1, 8, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
405998, 1, 5, 1, 3, 1, 1, 0,10, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
406001, 2, 4, 1, 4, 5, 1, 1,14, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2
406002, 3, 2, 5, 6, 5, 1, 1,13, 5, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
406004, 1, 5, 2, 1, 3, 1, 0,11, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
406005, 2, 4, 1, 1, 3, 2, 1, 9, 4, 2, 1, 1, 2, 1, 1, 1, 2, 2, 1, 2, 3, 3
406013, 2, 4, 1, 1, 2, 1, 1,13, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 2
406016, 3, 1, 1, 4, 4, 1, 1,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 3
406017, 4, 2, 4, 7, 6, 2, 1,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4
406018, 1, 1, 1, 4, 5, 3, 1, 9, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
406022, 2, 4, 1, 2, 4, 2, 1,13, 2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
406023, 5, 1, 5, 6,99, 2, 1,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
406030, 1, 5, 1, 1, 2, 2, 1,13, 3, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2
406032, 2, 2, 1, 2, 2, 1, 1,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
