CASEID,v161116,v161121,v161236,v161158x,v161126,v161342,v161310a,v161270,v161215,v162011,v162010,v162012,v162013,v162014,v162016,v162017,v162018a,v162196,v162018b,v162019,v162216,v162215
302714, 5, 1, 5, 7, 6, 2, 1, 9, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
302717, 2, 2, 3, 7, 6, 2, 1, 9, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1
302719, 1, 1, 1, 7, 5, 2, 1,10, 2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
302720, 1, 5, 1, 2,99, 1, 0, 9, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
302722, 2, 4, 1, 1, 2, 1, 1,13, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 5, 3
302723, 5, 1, 1, 7,99, 1, 1, 4, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2
302724, 1, 4, 1, 3, 4, 1, 1, 7, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
302726, 5, 2, 4, 5, 6, 1, 1,14, 4, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 5, 1
302730, 1, 3, 1, 2, 2, 1, 0,13, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
302731, 1, 5, 1, 1,99, 2, 1,11, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
302733, 1, 1, 1, 7, 5, 1, 1,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1
302734, 2, 2, 1, 4, 5, 1, 0, 9, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
302736, 2, 2, 2, 3,99, 1, 1, 6, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 3
302739, 4, 2, 3, 6, 5, 1, 1,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4
302741, 2, 2, 1, 4, 4, 1, 0, 8, 4, 2, 1, 2, 2, 2, 2,-8, 2, 2, 2, 1, 2, 2
302746, 5, 2, 2, 7, 5, 2, 1,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 5, 2
302751, 1, 3, 1, 4, 6, 1, 1,13, 1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
302752, 1, 2, 1, 3, 5, 1, 1,10, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2
302754, 2, 4, 1, 3, 5, 2, 1,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
302755, 3, 5, 2, 3, 2, 1, 1,13, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
302757, 4, 2, 4, 6, 4, 2, 1,11, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 4
302760, 1, 1, 1, 4,99, 2, 1,10, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
302761, 1, 2, 2, 1, 4, 2, 0, 9, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
302764, 1, 4, 2, 1, 2, 2, 1,12, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 2
302765, 4, 1, 4, 5, 7, 1, 1,10, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3
302770, 4, 2, 2, 5, 4, 1, 1,13, 4, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2
302771, 2, 1, 2, 4, 5, 1, 1,13, 5, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1
302774, 2, 2, 2, 2, 2, 2, 0,15, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
302779, 2, 5, 1, 1, 2, 2, 0,11, 4, 2, 1, 2, 2, 2, 2, 2, 1, 1, 1, 2, 1, 1
302781, 2, 1, 2, 5, 5, 2, 1, 9, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
302782, 5, 1, 4, 5, 5, 1, 1, 9, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
302785, 1, 4, 1, 1, 3, 2, 1, 9, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
302786, 4, 3, 4, 7, 6, 2, 1,12, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
302787, 2, 4, 1, 1,99, 1, 1, 9, 4, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 5, 4
302790, 5, 2, 5, 7,99, 2, 1, 9, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
302791, 4, 2, 5, 6, 5, 1, 1,10, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3
302793, 2, 4, 2, 2, 4, 2, 0,13, 3, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2
302795, 2, 2, 2, 4,99, 2, 1,11, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
302798, 2, 5, 2, 4,99, 2, 1, 7, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
302800, 1, 5, 1, 1, 1, 2, 1,14, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 4
302805, 1, 4, 1, 1,99, 1, 0, 7, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2
302806, 3, 5, 2, 4, 3, 2, 1, 9, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 1
302809, 1, 5, 1, 1, 2, 2, 1,12, 2, 2, 1, 2, 2, 1, 1, 2, 2, 2, 1, 1, 4, 2
302810, 1, 2, 1, 2, 2, 2, 1,13, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3
302812, 1, 4, 1, 4, 2, 2, 0,11, 4, 1, 2, 1, 2, 2, 2, 2, 1, 1, 2, 2, 5, 5
302813, 1, 5, 1, 1,99, 2, 0,12, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
302815, 5, 1, 5, 4, 4, 1, 1,10, 5, 2, 2, 2, 2, 1, 1, 2, 2, 2, 1, 1, 2, 1
302816, 5, 1, 5, 5, 6, 1, 1, 9, 4, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
302821, 3, 2, 2, 5,99, 2, 1, 9, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2
302830, 3, 2, 1, 3, 4, 2, 0,11, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
302835, 1, 2, 1, 3, 3,-9, 1,12, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 4, 2
302836, 1, 5, 1, 1, 2, 1, 1,15, 3, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 4, 2
302840, 1, 2, 1, 1, 2, 1, 1, 1, 4, 1, 1, 2, 2, 2, 2, 1, 2, 1, 1, 2, 2, 3
302841, 1, 2, 2,-9, 3, 1, 1,10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 5, 5
302843, 5, 2, 4, 6, 6, 1, 1,15, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
302844, 1, 3, 1, 1,99, 2, 0, 9, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
302850, 1, 5, 1, 3, 1, 2, 1,12, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 4, 3
302851, 5, 1, 5, 6,99, 1, 1,11, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
302852, 1, 4, 1, 6, 5, 1, 0,14, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
302856, 3, 5, 2, 1, 1, 2, 0,11, 5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
302861, 5, 4, 1, 2, 5, 1, 1, 9, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
302864, 2, 2, 2, 6, 5, 1, 1,14, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
302865, 1, 5, 1, 1, 1, 1, 1,14, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4
302866, 4, 1, 2, 6, 3, 2, 1,10, 5, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2
302867, 4, 3, 4, 6,99, 2, 1, 9, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 1
302871, 4, 2, 2, 5, 4, 2, 1,10, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 5, 5
302872, 4, 3, 5, 6, 5, 2, 0,13, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
302873, 5, 5, 1, 5, 6, 2, 1,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 3
302874, 5, 1, 5, 7, 6, 2, 1,10, 3, 1, 2, 1, 2, 1, 1, 2, 2, 1, 2, 2, 4, 4
302876, 2, 4, 1, 1, 4, 2, 1,16, 3, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 5
302877, 1, 1, 1, 5,99, 1, 1, 9, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
302878, 2, 3, 1, 7, 6, 1, 1,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1
302880, 2, 1, 2, 1, 2, 2, 1,16, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 4, 4
400002, 1, 5, 1, 4,99, 1, 1,11, 3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
400004, 1, 3, 2, 4,99, 1, 1, 9, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
400006, 1, 5, 2, 6,99, 1, 1,12, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
400007, 2, 5, 1, 1, 2, 2, 1,10, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 5
400009, 2, 2, 3, 3,99, 2, 1,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 1
400015, 1, 5, 1, 1,99, 1, 1, 9, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
400016, 1, 4, 1, 1, 2, 1, 1,13, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 4
400017, 4, 1, 4, 7, 6, 2, 1, 9, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3
400018, 2, 5, 1, 1, 5, 2, 1,10, 3, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2
400021, 5, 5, 2, 4,99, 2, 1,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2
400028, 1, 5, 1, 2, 4, 2, 0,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 1
400033, 4, 2, 3, 4, 4, 1, 1, 9, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
400035, 5, 2, 4, 7, 6, 1, 1,13, 4, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2
400039, 5, 2, 4, 5, 6, 2, 1,10, 5, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 5, 2
400041, 4, 2, 4, 5, 3, 2, 1,14, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 4
400044, 4, 2, 3, 5, 5, 1, 1,10, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2
400045, 1, 5, 1, 1,99, 1, 0,10, 4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
400050, 1, 5, 1, 1, 4, 2, 1,16, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
400052, 5, 1, 5, 7, 6, 1, 1,12, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2
400053, 4, 2, 3, 5, 5, 1, 1,10, 5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
400054, 1, 2, 2, 7, 6, 2, 1,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 3
400055, 3, 5, 1, 4,99, 2, 0,11, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
400056, 1, 4, 2, 3, 4, 1, 1,10, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 4, 1
400059, 2, 4, 2, 7, 2, 1, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 2
400062, 5, 1, 5, 1,99, 2, 1, 9, 4, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
400075, 1, 5, 1, 1, 2, 2, 0,10, 3, 2, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 4, 4
400076, 2, 1, 1, 7, 6, 1, 1,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
400080, 4, 2, 4, 5, 6, 1, 1,10, 3, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 2, 4, 2
400086, 2, 2, 2, 1,99, 2, 1,10, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2,-9, 1
400089, 3, 2, 2, 5, 5, 1, 1,14, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 4, 4
400090, 1, 5, 2, 3, 3, 2, 1,14, 2, 2, 2, 2, 2, 1, 1, 2, 2, 1, 2, 2, 1, 2
400093, 1, 3, 1, 3, 4, 2, 0,12, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
400095, 2, 4, 3, 4, 4, 2, 1,14, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
400096, 5, 1, 4, 6,99, 2, 1, 7, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2
400098, 4, 2, 3, 7, 6, 1, 1,10, 3, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 2, 4, 4
400099, 1, 4, 1, 1, 4, 1, 1, 8, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
400102, 5, 1, 4, 6, 6, 1, 1, 9, 3, 2, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 4, 2
400103, 1, 5, 1, 1,99, 2, 0,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
400108, 3, 3, 4, 4,99, 2, 1, 6, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 2
400109, 3, 4, 2, 4, 4, 2, 0,15, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2
400112, 1, 4, 2, 3, 4, 2, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
400113, 1, 1, 2, 6,99, 1, 1,16, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
400119, 2, 5, 1, 4, 4, 2, 1,13, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
400120, 5, 5, 5, 4, 4, 1, 1,11, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 5, 4
400121, 3, 4, 2, 4, 3, 2, 1,10, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
400124, 1, 4, 2, 1,99, 1, 1, 9, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
400126, 1, 5, 1, 1, 4, 2, 0,13, 3, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1
400130, 4, 3, 3, 6, 3, 1, 1,12, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
400131, 1, 5, 1, 1,99, 2, 0,10, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
400132, 3, 5, 3, 1,-9, 2, 0, 9, 3, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 4, 1
400133, 2, 4, 2, 6, 5, 1,-9,16, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
400134, 2, 2,-9, 6,99, 1, 0,13, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
400135, 5, 2, 4, 6,99, 1, 1, 6, 4, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
400136, 3, 2, 3, 6, 5, 1, 1,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
400143, 3, 5, 2, 4,99, 2, 0,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 3, 3
400144, 1, 5, 1, 1, 1, 2, 1, 9, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2
400147, 1, 4, 1, 4, 4, 2, 1,13, 3, 2, 2, 1, 2, 2, 2, 2, 2, 1, 1, 2, 1, 1
400154, 1, 5, 1, 1, 2, 2, 1,13, 4, 2, 1, 1, 2, 2, 2, 2, 2, 1, 1, 2, 3, 2
400158, 1, 5, 1, 2, 1, 1, 1,12, 4, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 1
400165, 2, 5, 2, 1, 3, 2, 1,10, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2
400172, 3, 2, 3, 4, 4, 2, 1,10, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3
400174, 2, 4, 2, 2, 3, 2, 1,15, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
400175, 4, 3, 3, 7, 6, 2, 1,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 4, 3
400176, 4, 3, 3, 6, 5, 2, 1,14, 5, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 4
400177, 1, 5, 1, 1,99, 1, 0,11, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 2
400181, 3, 5, 2, 3, 2, 2, 1,10, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 2
400183, 4, 2, 5, 6, 6, 1, 1,14, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 4
400185, 5, 1, 4, 7, 5, 1, 1,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 5
400187, 2, 4, 4, 1,99, 2, 0,11, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
400188, 4, 1, 2, 5, 5, 2, 1,12, 4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
400189, 4, 4, 3, 7, 6, 1, 1, 9, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 3
400191, 2, 4, 2, 6, 5, 1, 1,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
400194, 2, 3, 1, 1, 2, 2, 1,11, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
400195, 3, 2, 2, 6, 5, 2, 0,14, 3, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3
400198, 4, 1, 2, 7, 7, 1, 1,10, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
400200, 2, 5, 3, 1, 1, 2, 1,10, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
400204, 4, 3, 3, 6, 5, 1, 1,13, 4, 2, 1, 2, 2, 1, 2, 2, 2, 1, 2, 2, 1, 2
400208, 5, 2, 4, 6, 6, 1, 1,12, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
400213, 4, 1, 4, 4, 4, 1, 1, 9, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
400214, 4, 1, 2, 6, 6, 1, 1,13, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
400223, 3, 5, 2, 4, 5, 1, 1, 8, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 1
400224, 1, 1, 2, 2, 5, 2, 1, 9, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
400230, 1, 5, 2, 6, 4, 1, 0,10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
400232, 4, 1, 3, 7, 6, 1, 1,12, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2
400234, 5, 1, 4, 5, 5, 2, 1, 9, 5, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 1
400236, 4, 4, 3, 2,99, 2, 1,90, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
400237, 4, 2, 3, 6, 4, 2, 1,10, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
400241, 2, 5, 2, 4, 4, 2, 1, 9, 3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
400243, 2, 5, 1, 1, 2, 2, 1,12, 5, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 3, 5
400244, 5, 1, 5, 7, 6, 1, 1,14, 4, 2, 1, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 1
400245, 5, 2, 5, 7, 7, 1, 0,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
400247, 1, 1, 1, 6,99, 1, 1,10, 4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
400248, 2, 4, 4, 4,99, 2, 1, 9, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
400251, 5, 1, 3, 7, 5, 2, 1,10, 5, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2
400255, 5, 1, 4, 7,99, 2, 1,13, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3, 3
400259, 2, 2, 2, 4,99, 1, 1,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
400262, 1, 4, 1, 1, 2, 2, 1,14, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 3
400266, 1, 4, 4, 5, 3, 2, 0,13, 4, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 5, 5
400268, 3, 4, 1, 6, 6, 1, 0,16, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 3
400269, 1, 3, 1, 2,99, 2, 1,13, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3
400271, 2, 5, 2, 6, 4, 2, 1,14, 4, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2
400274, 2, 2, 2, 2, 3, 2, 1, 9, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
400275, 1, 5, 1, 4, 3, 2, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 1
400277, 3, 2, 4, 4,99, 2, 1,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
400278, 1, 5, 2, 2,99, 2, 1,13, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
400279, 2, 4, 1, 6, 5, 1, 1,10, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
400281, 5, 3, 2, 5, 5, 1, 1, 9, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1
400282, 2, 4, 2, 5, 5, 2, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
400283, 4, 2, 3, 5,99, 1, 1,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 3
400285, 1, 5, 1, 1, 2, 2, 1,16, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 3
400289, 2, 5, 5, 4, 2, 1, 0,12, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 1, 2
400290, 2, 2, 1, 1,99, 1, 0,10, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 5, 4
400296, 5, 1, 5, 7, 7, 2, 1,10, 3, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 3
400302, 2, 1, 3, 7, 6, 2, 1, 9, 3, 2, 2, 2, 2, 2, 2, 2, 2,-9, 1, 2, 4, 2
400304, 1, 5, 1, 1, 4, 2, 0,10, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
400305, 2, 5, 1, 2, 2, 2, 0,11, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4
400306, 5, 2, 2, 5, 6, 1, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 4, 3
400308, 2, 3, 1, 1, 1, 1, 1,14, 4, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 4, 2
400312, 4, 3, 3, 6,99, 2, 1,10, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1
400315, 1, 5, 2, 3, 4, 2, 0,10, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
400317, 4, 2, 4, 7, 6, 2, 1,13, 4, 2, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 4, 3
400318, 1, 4, 2, 1, 3, 1, 1,14, 3, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 4, 5
400320, 1, 4, 1, 6, 4, 2, 1,12, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
400321, 2, 3, 1, 6, 5, 1, 1,16, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 3
400324, 1, 4, 2, 1, 4, 1, 1,11, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1
400330, 1, 2, 1, 3, 4, 1, 0,14, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
400334, 4, 2, 2, 4, 4, 1, 1,13, 2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
400339, 4, 2, 4, 7, 6, 2, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
400342, 4, 2, 3, 7, 6, 1, 1,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 4, 4
400344, 5, 1, 5, 7,99, 1, 1, 9, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
400346, 2, 4, 2, 4,99, 2, 1, 8, 4, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1
